"model"	"id"	"type_id"	"kategorie"	"rodina"	"typ"	"aed_klasifikace"
TERN_1201_DSP_D141_SO01_ZTI	"2712607"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2712623"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2712716"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2712732"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2712744"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2712766"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713008"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713026"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713044"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713074"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2707561"	"1639091"	Tvarovky	Trubky_redukce dlouhá_k	redukce krátká_k	
TERN_1201_DSP_D141_SO01_ZTI	"2713098"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713101"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713191"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713194"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713308"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713310"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713312"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713314"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713316"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713318"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713486"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713489"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713579"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713582"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713696"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713698"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713700"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713702"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713704"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713706"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713874"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713877"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713967"	"1659311"	Trubky	Typy trubek	Trubka Fiber Basalt Plus, ø20 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713090"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713106"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713110"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713136"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713140"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713146"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713148"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713171"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713181"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713187"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713199"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713215"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713227"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713233"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713235"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713253"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713259"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713261"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713267"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713269"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713271"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713273"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713398"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713404"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713408"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713418"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713424"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713436"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713466"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713470"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713478"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713494"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713498"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713524"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713528"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713534"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713536"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713559"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713569"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713575"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713587"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713603"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713615"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713621"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713623"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713641"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713647"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713649"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713655"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713657"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713659"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713786"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713792"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713796"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713806"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713812"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713854"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713858"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713866"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713882"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713916"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713922"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713924"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713947"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713957"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713963"	"1659278"	Tvarovky	PIF_PPR_elbow_Wavin	S/S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713086"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713100"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713193"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713209"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713221"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713245"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713384"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713392"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713410"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713428"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713460"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713474"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713488"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713581"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713597"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713609"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713633"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713798"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713816"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713848"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713862"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713876"	"1659317"	Tvarovky	PIF_PPR_superTee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713088"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713104"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713197"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713213"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713225"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713247"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713388"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713396"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713414"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713432"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713462"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713476"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713492"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713585"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713601"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713613"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713635"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713802"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713820"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713850"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713864"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713880"	"1660258"	Tvarovky	Z-DO_NOT_USE_PIF_PPR_tee_Wavin	S Grey	
TERN_1201_DSP_D141_SO01_ZTI	"2713096"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713108"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713132"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713134"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713138"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713167"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713169"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713177"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713179"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713189"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713205"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713207"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713210"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713217"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713219"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713222"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713229"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713231"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713237"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713239"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713241"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713243"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713249"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713250"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713263"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713264"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713306"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713320"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713325"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713335"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713366"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713371"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713374"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713379"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713385"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713390"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713393"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713406"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713411"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713416"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713426"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713429"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713448"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713450"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713458"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713468"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713472"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713484"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713496"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713520"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713522"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
TERN_1201_DSP_D141_SO01_ZTI	"2713526"	"1659313"	Trubky	Typy trubek	Trubka PP-R, PN10/16/20, ø16 - ø125	
